track_name,track_id,track_number,duration_ms,album_type,artists,total_tracks,album_name,release_date,label,album_popularity,album_id,artist_id,artist_0,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,artist_8,artist_9,artist_10,artist_11,duration_sec
A Good Understanding,2Ckooq4DTpLKY4upjXcEqN,9,163960,album,,10,Once More,1970-08-01 00:00:00 UTC,RCA/Legacy,21,5nbhDKAW6nZuNg33bZsezu,4PcLkq6IefIYiRWLXOfwKA,Porter Wagoner,Dolly Parton,,,,,,,,,,,163.96
Nights Like That,1b4s1pZfmP1Z6W262CcfaR,3,142352,compilation,,10,Autumn 2021 - Best Pop - Tropical House & Deep House Music By Wern Records,2021-10-03 00:00:00 UTC,Wern Records,49,49bZjbO28Ka1dRvKSeO8j4,7tlcxAPjBzanUPa0aaUKqY,Asterio,,,,,,,,,,,,142.352
Base Ten,2xQJsaGzAonRGOVLXSFLJD,6,188235,single,,6,Log Riddims,2023-09-29 00:00:00 UTC,Dvpper Digital,3,4nhX32jPqrDiKFtI94fDdJ,6akFVTtPvrAsoyLSv8U6nw,Tobi Peter,,,,,,,,,,,,188.235
I Knew You Were Trouble,6ID7Amk3X2OWrzVfylnlWG,8,220426,album,,12,Pickin' On Taylor Swift - Vol. 2,2015-01-20 00:00:00 UTC,CMH Records,27,5daNt76eZrOrP994rm3byw,6AEIKVwB27miPI3uJxM4Dw,Pickin' On Series,,,,,,,,,,,,220.426
Obsession (Feat. Jd Davis & Miss B),5DRBq6zgMQ9RzvtQNmy1p1,14,186773,album,,15,Pop Life,2007-06-01 00:00:00 UTC,Parlophone (France),60,6zJcDGIgURV28s5IdA9pSG,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,Miss B,,,,,,,,,,,186.773
Dear Theodosia (From ""Hamilton: An American Musical"") [Piano Cover],6BKrZVJwlT9RpSoAc88uJG,8,173035,album,,8,Hamilton: An American Musical - Pt. 4 (Cover),2020-07-20 00:00:00 UTC,Scale World,1,1rsH32Wr3CBlE3SrTFXDcL,2S1uQmeeSwYr2U91lIsONQ,Miraculous Studio Orchestra,,,,,,,,,,,,173.035
Do You Hear What I Hear,5FnUmVSIuK8Z2AAOeuWhOc,1,230640,album,,12,Appalachian Mountain Holiday,2009-08-09 00:00:00 UTC,Maple Street Music LLC,22,7jMB3bGCUDxEpZM9Qy5bdd,1b0s02qk4DJn7nRUcqJO3J,Jim Hendricks,,,,,,,,,,,,230.64
Shark Butt,4KjU9WYRpjDtJxA234shyX,2,325760,album,,10,Marshmallow,2020-08-05 00:00:00 UTC,Wondercore Island,47,5H6AKYiSVXgvWWCHQUTmO5,04nWjOBHWrVkvyjK4PXRNy,The Sweet Enoughs,,,,,,,,,,,,325.76
Pipe Up,2Is9zrqsT5J8lmU7T43p4I,18,169565,album,,21,Something For Thee Hotties,2021-10-29 00:00:00 UTC,300 Entertainment,70,6B26OzQRObxAp1tbf8jeTq,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,,,,,,,,,,,,169.565
Hey There Mr Tin Man,0fQSsi6w50f3foF5mXbScG,1,257645,single,,2,Tin Man (Tribute To Miranda Lambert),2017-04-10 00:00:00 UTC,2017 Prof Beaks,3,4H6yOLkPb5IZT02qQaf66B,58m2vRWPL4JV6HhWjLbYHi,2017 Prof Beaks,,,,,,,,,,,,257.645
Don Quixote - Op. 35 - Trv 184: Maggiore,2K98on3pC1bkXkofyLMO69,3,68920,album,,16,Richard Strauss: Don Quixote - Op. 35 / Don Juan - Op. 20 / Till Eulenspiegels Lustige Streiche - Op. 28,2019-09-13 00:00:00 UTC,Lawo Classics,45,5h3UaYE2axYUD4ug1hgIVP,6pAwHPeExeUbMd5w7Iny6D,Richard Strauss,Oslo Philharmonic Orchestra,Vasily Petrenko,Louisa Tuck,Catherine Bullock,,,,,,,,68.92
The Feeling Is Real,7ijQplKypcHpWDj3UsWR2z,3,205000,album,,12,The Soul Chance,2019-08-02 00:00:00 UTC,Fat Beats Records,19,3Ax2ndML3esw1648mYflD0,73yDCUpKtI0WVNGXntRlH7,The Soul Chance,,,,,,,,,,,,205
Chasin' Traces,1wYZFMS8C8MnS4sC61zJgH,12,302440,album,,13,Acceptable Range,2008-09-03 00:00:00 UTC,Oh!Records,1,5lUdxO94Xu4AbOqBbAkO3B,3Geym1qRlviofLxjf1L0BK,Demicat,,,,,,,,,,,,302.44
